yyyy,mm,dd,latitude,longitude,depth,mag,magType
2007,4,16,20.4459,96.0107,10.5,4.1,se  
2007,4,19,22.5446,95.5454,35.0,3.5,ke  
2007,4,19,17.6777,96.0949,35.0,4.4,ke  
2007,4,21,22.3056,99.0729,10.0,4.1,ke  
2007,4,26,15.4954,96.0118,27.9,4.7,ke  
2007,4,27,23.7982,93.7434,50.0,3.4,ke  
2007,4,29,16.3422,93.995,35.0,4.5,ke  
2007,4,29,18.3938,94.1818,35.0,4.3,se  
2007,5,1,25.9052,96.1783,10.0,4.1,se  
2007,5,3,25.7003,91.1734,34.0,3.5,ke  
2007,5,7,23.1598,94.3796,92.4,4.7,ke  
2007,5,8,24.9082,94.357,72.0,3.6,ke  
2007,5,8,25.6646,90.9155,0.0,3.3,ke  
2007,5,14,23.8089,94.6343,0.0,3.2,ke  
2007,5,15,20.849,94.4461,89.9,4.0,ke  
2007,5,15,26.3873,96.011,83.0,4.2,se  
2007,5,16,20.5276,100.7746,9.6,5.8,de  
2007,5,18,21.3467,93.4043,49.0,3.8,ke  
2007,5,18,23.5464,95.2253,0.0,3.4,ke  
2007,5,22,26.5031,96.5376,0.0,3.5,ke  
2007,5,26,21.6377,95.9294,0.0,3.3,ke  
2007,5,27,23.0814,94.6302,10.0,3.5,ke  
2007,6,3,24.7616,95.2607,125.0,3.8,ke  
2007,6,3,18.9493,94.7166,48.5,3.7,ke  
2007,6,4,25.1627,94.6562,72.0,4.1,ke  
2007,6,7,27.2646,96.9519,35.0,4.1,ke  
2007,6,10,23.6992,96.0993,10.0,3.6,ke  
2007,6,10,26.0105,96.8983,16.0,4.3,ke  
2007,6,23,21.4753,99.8385,8.8,5.3,fe  
2007,6,25,20.53,99.53,15.0,4.0,ke  
2007,6,25,26.0169,94.2213,15.7,4.8,fe  
2007,6,26,25.5049,95.8918,0.0,3.5,ke  
2007,6,28,21.28,99.55,15.0,3.6,ke  
2007,6,29,24.5602,96.5012,0.0,3.3,ke  
2007,6,29,25.5043,96.5785,25.0,5.0,ke  
2007,7,1,21.3428,100.2051,10.0,3.6,ke  
2007,7,2,23.8936,94.7015,96.0,3.9,ke  
2007,7,4,25.0838,95.1162,104.0,3.5,ke  
2007,7,17,24.7938,95.0527,112.0,3.8,ke  
2007,7,20,24.0044,94.3459,97.1,4.1,ke  
2007,7,21,19.6285,94.9891,130.6,3.4,ke  
2007,7,22,20.8271,94.4973,91.0,3.7,ke  
2007,7,23,21.171,95.707,0.0,3.4,ke  
2007,7,27,20.9271,95.0163,35.0,3.9,se  
2007,7,27,26.7954,95.5684,72.0,3.1,ke  
2007,7,28,22.8801,92.2592,25.0,4.8,fe  
2007,7,28,20.623,99.3704,10.0,3.8,se  
2007,7,30,19.2755,95.4989,22.5,6.0,fe  
2007,8,4,23.1018,92.7057,25.0,3.8,ke  
2007,8,4,21.7828,94.6384,97.0,3.7,ke  
2007,8,4,24.839,95.7244,100.0,3.6,ke  
2007,8,8,24.22,99.91,27.0,3.7,ke  
2007,8,9,24.7,99.0,17.0,3.5,ke  
2007,8,11,25.376,100.0328,35.0,4.0,se  
2007,8,13,26.5281,97.1793,15.0,4.3,ke  
2007,8,13,23.7382,93.7854,59.3,4.2,se  
2007,8,15,20.8688,94.1673,52.0,3.9,se  
2007,8,16,23.0798,93.9435,58.0,4.3,ke  
2007,8,18,22.8656,94.247,107.6,4.3,ke  
2007,8,24,27.4063,98.0951,0.0,3.4,ke  
2007,8,31,27.2105,92.6044,10.0,3.6,ke  
2007,8,31,23.0627,90.3919,35.0,4.0,ke  
2007,9,2,24.29,96.69,15.0,4.4,ke  
2007,9,6,19.9645,94.8268,97.0,3.9,se  
2007,9,6,24.7073,95.004,104.0,3.8,ke  
2007,9,7,26.1965,90.8532,35.0,3.4,ke  
2007,9,18,25.1791,91.0706,35.0,4.0,ke  
2007,9,18,20.0313,93.6102,32.7,5.1,se  
2007,9,22,25.0577,95.4986,10.0,3.8,se  
2007,9,25,20.5012,94.3239,72.0,4.0,se  
2007,9,25,22.4613,94.0038,88.0,4.0,ke  
2007,9,25,26.1779,95.5307,95.0,4.0,ke  
2007,9,26,23.9734,94.7189,50.0,4.4,se  
2007,9,29,22.8949,93.3852,0.0,3.5,ke  
2007,9,30,24.5703,98.9151,7.0,3.4,ke  
2007,10,2,23.9622,93.8919,68.0,3.5,ke  
2007,10,2,18.1343,94.9915,35.0,3.6,ke  
2007,10,3,23.4676,93.9045,73.0,3.5,ke  
2007,10,3,24.4009,96.2212,35.0,3.6,se  
2007,10,7,19.885,95.7965,12.0,3.8,se  
2007,10,10,19.5307,95.1582,35.0,4.0,se  
2007,10,13,23.8747,95.7198,0.0,3.7,ke  
2007,10,14,22.1681,93.472,49.0,4.5,ke  
2007,10,17,21.4602,99.9756,10.0,3.3,ke  
2007,10,18,24.5004,94.6246,50.0,3.6,ke  
2007,10,18,23.5568,92.1168,35.0,3.5,se  
2007,10,20,23.7209,91.6791,29.0,3.9,ke  
2007,10,20,18.0091,94.346,34.3,4.2,se  
2007,10,30,23.6156,94.1577,73.0,3.6,ke  
2007,11,1,23.8157,93.7224,50.0,3.6,se  
2007,11,3,24.0477,92.6123,35.0,3.7,ke  
2007,11,5,25.7224,90.648,34.0,3.5,ke  
2007,11,7,22.1825,92.3768,30.7,5.1,de  
2007,11,12,21.6862,91.8815,0.0,3.5,ke  
2007,11,12,26.1872,95.9032,100.0,3.5,ke  
2007,11,12,21.7881,94.3023,97.0,3.6,se  
2007,11,14,24.634,95.6505,0.0,3.5,ke  
2007,11,17,26.2638,93.0879,33.0,4.0,se  
2007,11,22,25.1644,98.3468,0.0,3.6,ke  
2007,11,24,26.3353,96.3633,88.0,3.5,ke  
2007,11,24,24.094,94.696,204.0,3.3,ke  
2007,11,27,22.1631,94.163,40.4,4.3,ke  
2007,11,29,23.3918,94.4984,112.1,5.0,ke  
2007,11,30,26.0814,95.3069,95.0,4.2,ke  
2007,12,2,18.6999,92.233,100.0,3.9,se  
2007,12,5,15.4784,96.0255,0.0,3.6,ke  
2007,12,11,24.2536,94.1851,75.0,3.9,se  
2007,12,15,23.481,93.7152,51.0,4.4,ke  
2007,12,17,22.2339,92.7796,35.0,3.4,ke  
2007,12,21,26.3731,96.4773,88.0,3.6,se  
2007,12,22,24.9877,96.5351,21.0,3.9,se  
2007,12,26,26.8217,91.8614,40.0,3.3,ke  
2008,1,1,26.9193,92.9871,35.0,3.7,ke  
2008,1,1,21.4512,100.023,10.0,3.5,ke  
2008,1,8,23.6544,96.4796,0.0,3.7,ke  
2008,1,10,20.933,93.2593,45.0,4.0,se  
2008,1,11,20.7247,93.0292,35.0,3.9,se  
2008,1,11,22.9327,95.9452,32.0,3.9,se  
2008,1,11,23.79,98.11,9.0,2.9,ke  
2008,1,12,26.1929,95.892,100.0,3.9,se  
2008,1,12,22.8454,92.2747,20.8,5.0,de  
2008,1,13,24.82,95.1945,112.0,3.7,se  
2008,1,14,24.6447,94.9952,112.0,3.3,se  
2008,1,14,25.8406,98.666,10.0,4.0,se  
2008,1,15,22.529,91.9094,0.0,3.7,ke  
2008,1,17,22.0701,94.4043,97.0,3.8,se  
2008,1,22,26.0011,98.991,10.0,4.1,se  
2008,1,23,24.2204,96.3014,35.0,3.5,se  
2008,1,25,27.8561,94.1979,35.0,4.0,se  
2008,1,29,27.5594,92.7186,18.0,4.1,se  
2008,2,2,18.0188,95.274,75.3,4.5,se  
2008,2,2,22.489,96.8337,10.0,3.9,se  
2008,2,3,19.6204,95.042,70.0,4.3,ke  
2008,2,3,27.6964,96.1465,0.0,3.7,ke  
2008,2,4,24.187,94.0001,68.0,3.6,se  
2008,2,4,20.3496,93.2552,35.0,3.9,ke  
2008,2,5,19.3226,95.5903,18.0,4.5,se  
2008,2,5,19.111,95.368,18.0,4.1,se  
2008,2,14,25.7219,94.7904,85.0,4.4,ke  
2008,2,18,25.6051,99.8267,35.0,4.2,se  
2008,2,19,25.2439,95.3693,0.0,3.1,ke  
2008,2,23,27.6347,90.337,35.0,3.5,ke  
2008,2,25,22.5204,94.1278,88.0,4.2,ke  
2008,2,25,23.8599,94.0122,68.0,3.5,se  
2008,2,25,22.5139,92.0269,0.0,3.5,ke  
2008,2,26,23.1239,94.0608,67.3,4.5,ke  
2008,2,27,26.39,95.6682,72.0,3.9,ke  
2008,2,27,26.5936,97.1904,106.4,3.1,ke  
2008,3,1,19.3246,94.268,35.0,3.6,se  
2008,3,8,24.7947,94.6585,72.0,4.3,ke  
2008,3,10,24.7201,95.0464,112.0,3.9,se  
2008,3,10,26.3929,96.1863,83.0,3.4,se  
2008,3,12,27.0843,96.94,28.0,4.6,ke  
2008,3,13,26.8503,91.9222,23.0,4.4,ke  
2008,3,14,24.6699,92.5845,10.0,3.7,se  
2008,3,17,25.5927,96.8782,35.0,3.6,ke  
2008,3,18,26.6235,92.6803,35.0,3.5,se  
2008,3,20,23.9814,90.0536,41.6,3.5,fe  
2008,3,21,24.5088,97.6395,14.8,4.7,ke  
2008,3,24,22.4794,93.4503,0.0,3.4,ke  
2008,3,25,24.312,94.4314,72.2,3.1,ke  
2008,3,26,24.241,93.1574,50.0,4.1,se  
2008,3,29,25.1,97.41,12.0,3.8,ke  
2008,4,3,26.2959,92.9471,41.4,4.1,se  
2008,4,3,26.1141,96.8561,40.6,4.6,ke  
2008,4,6,22.5558,94.3153,106.0,3.9,se  
2008,4,8,22.8594,92.4232,25.0,3.7,se  
2008,4,8,22.6921,92.1371,35.0,4.0,se  
2008,4,9,22.2606,99.8458,35.0,3.5,se  
2008,4,17,26.1048,92.2909,44.9,4.6,fe  
2008,4,19,22.7071,93.6535,0.0,3.6,ke  
2008,4,20,23.8407,94.0222,99.2,4.1,ke  
2008,4,20,25.8598,96.7925,16.0,3.7,ke  
2008,4,20,25.7577,98.4581,35.0,3.6,ke  
2008,4,24,23.69,98.28,27.0,3.8,ke  
2008,4,25,24.2617,92.1356,0.0,3.4,ke  
2008,5,3,14.5747,93.6522,30.0,4.6,ke  
2008,5,5,24.8468,95.1028,112.0,3.4,ke  
2008,5,6,21.2829,94.1788,56.0,3.9,ke  
2008,5,8,23.9363,91.1547,34.9,4.0,se  
2008,5,10,27.6044,92.718,18.0,4.4,ke  
2008,5,11,25.5952,99.8657,35.0,3.7,se  
2008,5,13,27.0377,93.026,35.0,3.6,se  
2008,5,16,24.3019,96.0066,35.0,4.4,ke  
2008,5,17,24.3668,94.3499,82.0,3.7,ke  
2008,5,18,18.4829,96.1596,10.0,3.9,se  
2008,5,20,17.4268,94.6486,35.0,4.0,ke  
2008,5,21,24.2325,94.754,120.0,4.3,ke  
2008,5,27,22.4031,94.3019,35.0,3.8,se  
2008,5,28,21.9247,94.2039,100.0,3.7,ke  
2008,5,29,26.3313,91.7368,44.3,4.3,fe  
2008,5,30,26.1545,98.73,10.0,3.8,se  
2008,6,2,23.3193,94.1191,73.0,3.9,ke  
2008,6,3,26.7726,96.8509,10.0,3.9,se  
2008,6,7,24.474,95.5513,35.0,4.0,se  
2008,6,9,28.1871,93.3315,32.5,4.2,ke  
2008,6,26,26.62,97.28,22.0,3.4,ke  
2008,6,27,25.5396,96.7361,25.0,3.8,se  
2008,6,28,24.0702,94.9747,0.0,3.7,ke  
2008,7,1,19.2688,99.171,35.0,3.6,se  
2008,7,6,27.0148,89.7276,22.3,4.0,ke  
2008,7,7,25.925,95.2015,72.8,4.8,ke  
2008,7,9,22.5622,94.0514,102.0,4.1,ke  
2008,7,9,26.5454,96.3201,88.0,3.1,ke  
2008,7,14,24.754,98.8488,7.0,3.6,ke  
2008,7,18,24.9985,94.9254,104.0,3.7,se  
2008,7,22,24.6447,93.4912,55.0,3.8,ke  
2008,7,26,24.7396,90.4461,22.3,4.9,de  
2008,7,27,23.0221,93.9659,58.0,4.0,ke  
2008,7,27,21.8598,94.2885,97.0,4.2,se  
2008,7,27,23.5961,94.639,111.0,5.2,ke  
2008,8,1,21.7638,91.8601,0.0,3.3,ke  
2008,8,2,24.6509,93.8792,0.0,3.6,ke  
2008,8,8,24.8996,96.3011,21.0,3.8,se  
2008,8,12,24.3127,98.8782,7.0,3.3,ke  
2008,8,12,26.677,96.94,15.0,4.1,ke  
2008,8,13,21.2,98.4,15.0,4.1,ke  
2008,8,13,25.1316,94.4157,72.0,3.3,ke  
2008,8,16,22.9832,93.6614,100.0,3.6,ke  
2008,8,20,25.1995,98.4614,0.0,3.4,ke  
2008,8,21,25.071,97.8798,23.0,5.5,de  
2008,8,22,25.0363,98.1533,10.0,3.6,ke  
2008,8,22,22.3996,92.4557,31.8,4.6,fe  
2008,8,23,25.4213,96.8821,0.0,3.5,ke  
2008,8,27,27.1389,92.0578,23.0,4.1,ke  
2008,8,29,22.5907,100.0515,10.0,3.6,ke  
2008,8,29,23.5886,94.0782,73.0,3.4,se  
2008,8,30,26.0535,95.5354,107.4,4.2,ke  
2008,8,31,24.7861,97.9782,10.0,4.0,se  
2008,9,1,19.5619,93.1485,0.0,3.6,ke  
2008,9,2,26.4867,96.1641,83.0,3.9,ke  
2008,9,4,26.0984,94.9747,71.0,4.1,se  
2008,9,7,15.6872,94.6792,35.0,4.0,se  
2008,9,7,24.6239,99.8205,10.0,3.5,ke  
2008,9,8,25.3966,97.1996,0.0,3.6,ke  
2008,9,10,24.7082,98.9049,10.0,3.7,ke  
2008,9,14,22.6,99.79,15.0,3.4,ke  
2008,9,16,22.0509,94.2494,70.0,3.9,ke  
2008,9,18,25.2019,96.6115,21.0,3.8,ke  
2008,9,20,23.5904,91.0703,35.0,3.2,ke  
2008,9,20,20.6708,93.2845,0.0,3.8,ke  
2008,9,20,15.2109,95.9534,0.0,3.6,ke  
2008,9,20,23.4529,90.6652,35.0,4.1,ke  
2008,9,22,15.6096,96.0402,39.9,5.3,fe  
2008,9,26,26.0057,95.8635,0.0,3.4,ke  
2008,9,27,20.908,92.6195,35.0,4.1,ke  
2008,9,29,23.7629,93.6542,57.0,3.8,ke  
2008,10,1,22.6689,94.9942,0.0,3.8,ke  
2008,10,4,24.9345,96.3898,21.0,3.9,ke  
2008,10,5,23.9809,94.1753,100.0,3.5,ke  
2008,10,8,19.5125,94.2733,0.0,3.7,ke  
2008,10,8,23.3734,93.6344,63.0,4.6,ke  
2008,10,12,15.0205,96.737,15.0,3.1,ke  
2008,10,16,23.1623,95.2601,110.8,3.1,ke  
2008,10,20,21.3179,93.6339,49.0,4.0,ke  
2008,10,27,23.3469,90.6178,10.0,3.7,ke  
2008,10,28,27.8342,95.7358,0.0,3.6,ke  
2008,10,30,24.5332,94.9096,100.0,3.8,ke  
2008,10,30,15.9042,94.4356,35.0,3.6,ke  
2008,11,7,25.808,92.7926,32.5,3.9,ke  
2008,11,7,22.3937,99.1754,0.0,3.5,ke  
2008,11,7,24.6504,97.6132,10.0,3.5,ke  
2008,11,10,23.0097,94.3482,107.8,4.8,ke  
2008,11,11,23.0858,94.7467,182.7,3.1,ke  
2008,11,11,19.2146,95.2995,62.5,4.6,ke  
2008,11,13,18.6063,94.6488,0.0,3.4,ke  
2008,11,17,27.368,96.7114,0.0,3.4,ke  
2008,11,18,23.7076,91.1664,35.0,3.5,ke  
2008,11,22,20.4793,93.6666,0.0,3.2,ke  
2008,11,22,22.0351,92.2637,0.0,3.4,ke  
2008,11,23,27.3513,98.5298,0.0,3.4,ke  
2008,11,27,27.7653,94.0359,0.0,3.3,ke  
2008,11,27,21.3224,92.1292,0.0,3.3,ke  
2008,11,29,22.8125,93.867,58.0,4.7,ke  
2008,12,5,23.1539,93.5097,50.0,3.4,ke  
2008,12,5,24.8185,98.8052,17.0,3.5,ke  
2008,12,6,24.5582,93.2311,35.0,3.2,ke  
2008,12,12,26.6035,93.5852,27.0,3.8,ke  
2008,12,16,21.2121,94.517,97.0,4.0,ke  
2008,12,18,24.0328,95.0356,0.0,3.8,ke  
2008,12,19,24.0443,93.7211,57.0,3.5,ke  
2008,12,19,22.5212,94.3555,106.0,4.3,ke  
2008,12,20,22.6592,95.7843,10.0,4.5,ke  
2008,12,21,22.9708,96.1114,32.0,3.9,ke  
2008,12,22,21.9272,94.8783,100.0,3.4,ke  
2008,12,23,25.1095,91.9649,44.0,3.8,ke  
2008,12,24,19.5817,94.3019,35.0,3.7,ke  
2008,12,25,23.8805,97.6929,18.3,4.7,de  
2008,12,26,24.6586,93.8012,75.0,3.3,ke  
2008,12,26,24.853,97.9174,10.0,3.8,ke  
2008,12,29,19.7154,99.4395,0.0,3.6,ke  
2009,1,1,21.0101,94.4374,91.0,3.1,ke  
2009,1,5,25.2934,94.8234,85.0,3.6,ke  
2009,1,6,24.1951,89.7401,35.0,3.4,ke  
2009,1,7,27.7588,92.7954,17.5,4.5,ke  
2009,1,7,27.0542,95.0228,35.0,3.4,ke  
2009,1,8,25.5348,95.0204,85.0,3.5,ke  
2009,1,12,25.1747,98.0591,10.0,3.9,ke  
2009,1,16,19.9208,94.9024,97.0,4.2,se  
2009,1,19,27.9227,100.6627,35.0,3.3,ke  
2009,1,22,23.2252,94.2831,53.2,3.6,ke  
2009,1,26,22.9127,93.6609,76.9,2.9,ke  
2009,1,29,23.3031,93.7845,73.0,4.1,ke  
2009,1,31,21.8056,94.2236,0.0,3.2,ke  
2009,1,31,25.7236,90.8489,34.0,3.7,ke  
2009,2,8,24.0652,91.5282,30.0,3.6,ke  
2009,2,10,26.1884,97.8388,0.0,3.3,ke  
2009,2,12,17.3995,96.3759,35.0,3.8,ke  
2009,2,13,22.48,97.05,18.0,3.5,ke  
2009,2,15,25.2233,96.5319,10.0,3.6,ke  
2009,2,15,25.8299,90.2023,25.1,4.2,ke  
2009,2,21,22.6541,94.4433,106.0,3.9,ke  
2009,2,23,25.5542,99.171,35.0,3.7,ke  
2009,2,24,25.9084,94.5401,32.5,4.6,ke  
2009,2,24,25.6516,94.4936,0.0,3.2,ke  
2009,2,25,23.2748,92.7295,41.1,4.3,se  
2009,2,26,21.6809,94.6645,104.5,3.8,ke  
2009,2,27,20.4451,94.0325,52.0,3.4,ke  
2009,2,27,17.2882,95.0107,0.0,3.6,ke  
2009,2,27,20.518,89.0633,15.2,4.6,se  
2009,2,27,27.369,92.3023,18.0,3.7,ke  
2009,3,2,28.1057,94.1073,35.0,3.8,ke  
2009,3,4,23.7381,95.1343,0.0,3.6,ke  
2009,3,5,15.5917,96.0096,28.8,5.0,se  
2009,3,6,23.3191,94.9579,0.0,3.4,ke  
2009,3,6,24.671,95.4786,0.0,3.0,ke  
2009,3,7,24.9137,98.033,10.0,3.6,ke  
2009,3,7,26.4943,96.9195,15.0,3.4,ke  
2009,3,8,22.2251,93.8116,77.1,3.1,ke  
2009,3,10,23.7232,93.3728,51.0,3.5,ke  
2009,3,10,27.8195,92.1009,35.0,3.7,ke  
2009,3,10,15.5882,96.3482,0.0,3.7,ke  
2009,3,12,23.0278,95.9193,32.0,3.5,ke  
2009,3,13,26.5782,90.0191,10.0,4.7,ke  
2009,3,14,20.9627,94.8902,159.7,3.3,ke  
2009,3,26,24.996,98.3063,0.0,3.1,ke  
2009,3,27,22.7722,93.5573,59.0,3.6,ke  
2009,3,30,24.673,96.1495,35.0,3.5,ke  
2009,4,2,23.8329,94.025,68.0,3.3,ke  
2009,4,4,26.305,99.3898,35.0,4.0,se  
2009,4,6,24.0404,96.4063,0.0,3.5,ke  
2009,4,6,27.6552,92.6763,18.0,3.4,ke  
2009,4,10,25.9479,90.9891,35.0,3.7,ke  
2009,4,11,21.2653,94.0117,56.0,3.5,ke  
2009,4,13,25.9975,99.7742,24.6,4.7,se  
2009,4,14,21.5346,91.6361,35.0,3.8,ke  
2009,4,19,25.6501,91.497,28.0,3.9,ke  
2009,4,20,17.0462,95.0719,83.6,3.1,ke  
2009,4,25,26.313,98.2777,0.0,3.5,ke  
2009,4,25,26.0757,91.4435,42.0,4.1,fe  
2009,4,29,23.3885,95.6825,0.0,3.4,ke  
2009,4,29,22.895,94.2971,102.8,4.2,se  
2009,5,5,23.4375,94.5621,104.0,4.3,se  
2009,5,9,21.5114,94.284,97.0,3.6,ke  
2009,5,11,20.0564,94.5042,35.0,4.0,ke  
2009,5,16,21.6479,92.8681,0.0,3.7,ke  
2009,5,17,17.8741,95.9807,0.0,3.7,ke  
2009,5,19,25.3071,96.5242,25.0,3.9,se  
2009,5,23,27.5471,92.4931,18.0,3.7,ke  
2009,5,27,23.3196,94.3127,116.0,3.1,ke  
2009,6,1,25.6474,100.0575,10.0,3.8,ke  
2009,6,1,24.8758,100.0053,10.0,3.4,ke  
2009,6,3,23.3525,93.1164,56.0,4.1,se  
2009,6,3,23.2423,93.9081,35.0,4.4,se  
2009,6,4,21.2607,93.0843,0.0,3.6,ke  
2009,6,6,22.5363,94.3734,106.0,4.2,ke  
2009,6,7,27.7504,96.1136,0.0,3.6,ke  
2009,6,8,16.8733,95.7908,0.0,3.7,ke  
2009,6,12,20.4317,93.47,0.0,3.8,ke  
2009,6,18,24.9228,94.227,49.9,3.3,ke  
2009,6,22,25.7296,93.3394,32.2,4.1,se  
2009,6,26,23.3008,90.5969,35.0,3.7,ke  
2009,6,27,25.0761,97.9772,10.0,3.7,ke  
2009,6,29,21.1435,92.4724,0.0,3.7,ke  
2009,6,29,24.268,93.1897,48.0,3.5,ke  
2009,7,1,22.7353,94.5351,0.0,3.4,ke  
2009,7,2,22.6986,91.7535,0.0,4.0,ke  
2009,7,6,24.1971,93.9559,68.0,3.6,se  
2009,7,6,25.7929,90.2454,24.0,3.7,ke  
2009,7,11,22.3756,93.9904,31.4,4.0,se  
2009,7,19,23.1373,93.839,58.0,4.0,ke  
2009,7,20,27.68,91.9998,15.0,3.9,ke  
2009,7,21,22.5424,94.2352,88.0,3.9,ke  
2009,7,21,22.2847,94.4634,106.0,3.5,ke  
2009,7,22,24.5641,97.4106,35.0,3.5,ke  
2009,7,22,19.8137,93.5408,35.0,4.0,se  
2009,7,23,24.0153,93.6065,57.0,3.3,ke  
2009,7,24,27.128,97.0759,28.0,3.3,ke  
2009,7,30,25.2926,96.6602,25.0,3.9,ke  
2009,7,30,16.7302,94.4599,0.0,3.5,ke  
2009,7,31,25.3977,95.9459,83.4,3.2,ke  
2009,8,3,22.7271,92.4859,35.0,3.8,ke  
2009,8,5,22.5115,93.3368,68.3,4.7,ke  
2009,8,6,24.6864,99.9007,0.0,3.4,ke  
2009,8,7,17.71,98.19,0.0,3.7,ke  
2009,8,11,15.0183,93.1634,10.0,3.7,ke  
2009,8,12,15.0622,93.4821,0.0,3.6,ke  
2009,8,12,24.2195,93.7088,57.0,3.4,ke  
2009,8,13,14.0648,92.8474,35.3,5.4,se  
2009,8,15,14.3988,93.0053,35.0,4.4,se  
2009,8,15,15.0128,94.8632,0.0,3.8,ke  
2009,8,17,27.8855,94.1235,35.0,3.4,ke  
2009,8,19,26.5314,92.4435,42.6,4.8,fe  
2009,8,29,16.4173,95.3054,0.0,3.6,ke  
2009,8,30,18.4465,94.2161,35.0,4.1,se  
2009,8,30,25.2787,95.0397,82.4,5.1,de  
2009,9,3,26.3673,93.1837,35.0,3.6,ke  
2009,9,5,16.1717,93.6852,35.0,4.2,se  
2009,9,11,27.2498,92.8792,0.0,3.3,ke  
2009,9,14,19.61,95.03,10.0,5.0,ke  
2009,9,18,19.3625,94.8844,35.0,3.9,ke  
2009,9,21,20.3844,94.8401,87.0,5.5,fe  
2009,9,21,27.3806,91.4453,17.4,6.0,de  
2009,9,22,26.9662,90.9368,0.0,3.7,ke  
2009,9,22,24.4367,99.2382,7.0,3.5,ke  
2009,9,23,26.8235,93.8138,0.0,3.5,ke  
2009,9,25,24.7517,97.9496,10.0,4.5,se  
2009,9,29,22.7494,93.3298,53.0,3.4,ke  
2009,10,3,19.9886,94.7959,97.0,3.7,ke  
2009,10,5,24.96,98.66,15.0,3.9,ke  
2009,10,11,23.6051,94.0534,0.0,3.2,ke  
2009,10,13,22.8628,93.6666,53.0,3.7,ke  
2009,10,20,22.936,94.0841,58.0,3.8,ke  
2009,10,20,17.0014,95.7722,11.0,4.2,fe  
2009,10,21,27.3031,96.5814,35.0,3.8,ke  
2009,10,21,20.92,97.76,0.0,3.6,ke  
2009,10,29,27.2969,90.9003,35.0,3.6,ke  
2009,10,29,26.5512,90.0498,35.0,4.5,ke  
2009,11,3,21.6963,94.5649,97.0,3.8,ke  
2009,11,5,17.62,96.33,10.0,4.4,ke  
2009,11,6,25.7244,95.1312,124.4,2.9,ke  
2009,11,8,18.2995,96.2841,35.0,3.4,ke  
2009,11,8,25.9512,96.2204,100.0,3.6,ke  
2009,11,10,26.3406,96.8717,15.0,3.9,ke  
2009,11,13,23.6807,95.5176,0.0,3.1,ke  
2009,11,17,24.4016,96.2137,0.0,3.4,ke  
2009,11,17,21.74,98.35,10.0,4.0,ke  
2009,11,17,27.6308,92.838,17.0,4.7,ke  
2009,11,17,27.9608,92.8922,35.0,3.5,ke  
2009,11,18,27.7499,90.3711,16.3,4.5,ke  
2009,11,19,25.8454,90.9465,35.0,3.7,ke  
2009,11,24,27.2804,96.669,10.0,3.3,ke  
2009,11,24,27.0385,95.9003,0.0,3.2,ke  
2009,11,25,27.8262,97.7383,0.0,3.5,ke  
2009,11,26,25.0398,96.5235,21.0,4.3,se  
2009,11,28,25.6879,95.9243,35.0,3.2,ke  
2009,11,30,27.3224,91.3818,35.0,4.3,ke  
2009,11,30,22.2074,93.7441,52.0,3.8,ke  
2009,12,2,23.3525,93.3619,51.0,3.9,ke  
2009,12,5,26.1279,90.0438,32.0,3.3,ke  
2009,12,6,23.8462,93.5819,57.0,3.6,ke  
2009,12,8,26.1341,96.4848,35.0,3.7,ke  
2009,12,11,20.9818,92.4189,35.0,4.2,se  
2009,12,13,22.0363,91.7579,23.3,5.1,fe  
2009,12,19,23.7727,94.3418,73.8,4.3,se  
2009,12,24,24.857,99.1884,17.0,3.1,ke  
2009,12,26,18.4251,94.5223,35.0,3.6,ke  
2010,1,1,26.1573,99.8546,16.0,4.8,se  
2010,1,3,26.6604,94.034,35.0,3.3,ke  
2010,1,8,27.3383,91.2561,35.0,3.5,ke  
2010,1,8,26.4276,96.3604,100.7,3.0,ke  
2010,1,10,27.3749,94.1663,0.0,3.5,ke  
2010,1,11,25.0289,98.0273,10.0,3.3,ke  
2010,1,15,21.6904,91.9018,35.0,3.8,ke  
2010,1,19,20.745,94.7344,98.3,4.2,se  
2010,1,19,20.3946,94.4295,73.3,3.2,ke  
2010,1,29,24.9132,93.5842,48.0,3.5,ke  
2010,1,31,25.1374,94.4985,35.0,3.8,ke  
2010,1,31,22.6175,93.1563,35.0,3.7,ke  
2010,2,1,25.844,95.6015,0.0,3.4,ke  
2010,2,2,27.1063,97.0079,28.0,3.8,ke  
2010,2,6,17.2192,92.6191,0.0,3.5,ke  
2010,2,6,15.997,96.3047,10.0,3.2,ke  
2010,2,7,21.5644,94.1597,0.0,3.5,ke  
2010,2,9,21.9737,98.8671,9.0,3.3,ke  
2010,2,12,25.0593,97.0359,35.0,3.5,ke  
2010,2,14,17.7582,96.0519,35.0,4.4,ke  
2010,2,16,13.9248,92.8278,34.0,4.6,se  
2010,2,16,27.6703,92.7799,17.0,4.0,ke  
2010,2,17,24.5476,95.3544,0.0,3.2,ke  
2010,2,22,26.6111,96.9455,15.0,3.4,ke  
2010,2,23,25.8086,93.1843,41.9,4.6,ke  
2010,2,24,26.1596,93.2861,33.0,4.0,se  
2010,2,24,24.9921,96.3826,21.0,3.5,ke  
2010,2,25,15.7955,99.0456,0.0,3.5,ke  
2010,2,25,14.1803,93.1479,33.1,4.8,se  
2010,2,27,26.0063,96.4218,35.0,3.7,ke  
2010,3,2,23.8738,94.3968,96.0,3.9,ke  
2010,3,4,26.2049,96.9382,16.0,3.8,ke  
