yyyy,mm,dd,latitude,longitude,depth,mag,magType
1991,11,11,26.13,92.8333,35.0,4.3,ke  
1991,11,15,21.092,92.6322,100.0,4.6,ke  
1991,11,17,23.5221,94.8856,10.0,4.3,ke  
1991,11,21,26.6326,96.4003,86.4,4.9,ke  
1991,12,7,23.1449,93.9864,58.0,5.0,ke  
1991,12,7,24.0202,93.7668,46.4,5.1,ke  
1991,12,14,23.7998,94.4771,99.0,4.4,ke  
1991,12,20,24.7506,93.0761,39.8,5.3,fe  
1991,12,26,15.807,95.6801,10.0,3.6,ke  
1992,1,1,26.494,99.9277,35.0,4.3,ke  
1992,1,5,21.5472,94.3621,97.0,4.4,ke  
1992,1,13,24.5494,92.4576,32.6,4.5,ke  
1992,1,20,14.7605,93.7398,34.8,4.7,ke  
1992,1,23,20.527,95.3648,35.0,4.5,ke  
1992,1,25,26.1028,98.6503,10.0,4.4,ke  
1992,1,30,22.7335,93.4968,59.0,4.2,ke  
1992,2,15,20.1109,93.7721,35.0,3.8,ke  
1992,2,25,24.9685,92.0597,44.0,4.9,ke  
1992,3,1,23.3894,94.5156,99.0,4.4,ke  
1992,3,8,23.0146,94.4735,105.0,4.6,ke  
1992,3,22,25.9077,95.6195,35.0,4.3,ke  
1992,3,23,26.6842,97.3477,35.0,4.9,ke  
1992,3,24,23.1318,94.1161,105.0,4.7,ke  
1992,3,25,24.8963,95.2239,103.3,5.3,fe  
1992,3,25,27.5085,92.4704,23.0,4.2,ke  
1992,3,27,20.86,94.5649,81.8,5.5,ke  
1992,3,27,20.4617,93.905,52.0,4.2,ke  
1992,3,28,21.2838,98.7735,35.0,4.1,ke  
1992,3,30,27.5727,97.0635,35.0,3.9,ke  
1992,4,3,19.4894,93.0527,35.0,4.3,ke  
1992,4,3,26.1081,98.7593,10.0,4.0,ke  
1992,4,9,27.7026,96.3207,35.0,4.3,ke  
1992,4,15,24.2403,94.8849,117.4,5.6,fe  
1992,4,20,26.7055,95.2695,35.0,4.4,ke  
1992,4,20,27.0673,92.029,23.0,4.6,ke  
1992,4,20,26.5397,91.0694,35.0,4.2,ke  
1992,4,23,22.4508,98.8899,15.7,5.9,de  
1992,4,23,22.3552,98.531,35.0,4.2,ke  
1992,4,23,21.8736,98.9062,9.0,4.3,ke  
1992,5,1,19.643,94.5183,45.2,4.6,ke  
1992,5,3,23.9294,91.1574,35.0,4.2,ke  
1992,5,9,23.6441,93.8782,59.5,4.4,ke  
1992,5,16,23.2922,100.0705,25.3,4.7,ke  
1992,5,27,22.4282,93.631,100.0,4.6,ke  
1992,5,28,23.1833,92.0315,22.0,4.6,ke  
1992,5,28,22.6568,94.4699,106.0,4.5,ke  
1992,5,31,21.43,99.72,39.0,4.4,ke  
1992,6,4,24.2476,93.6115,57.0,3.9,ke  
1992,6,5,19.0336,94.4663,35.0,4.5,ke  
1992,6,8,23.4655,94.2688,100.0,4.6,ke  
1992,6,10,25.6821,96.6726,25.0,4.8,ke  
1992,6,14,26.7614,92.4843,35.0,3.6,ke  
1992,6,15,24.0308,95.9853,19.2,5.8,ke  
1992,6,15,22.9187,94.9773,35.0,4.2,ke  
1992,6,17,17.2345,93.642,35.0,4.3,ke  
1992,6,23,23.6218,95.6742,35.0,4.5,ke  
1992,7,1,24.3587,96.0432,35.0,3.6,ke  
1992,7,2,25.39,93.82,178.0,2.2,ke  
1992,7,2,25.059,95.3384,100.0,3.8,ke  
1992,7,6,26.96,93.26,20.0,2.8,ke  
1992,7,6,25.71,90.98,20.0,2.7,ke  
1992,7,6,25.24,93.46,138.0,2.6,ke  
1992,7,6,18.1061,94.2842,35.0,4.6,ke  
1992,7,6,26.11,94.58,20.0,3.1,ke  
1992,7,6,22.6917,95.455,10.0,3.9,ke  
1992,7,7,23.8301,93.3137,57.0,3.8,ke  
1992,7,7,24.27,93.44,22.0,3.2,ke  
1992,7,8,21.0914,93.669,41.4,5.4,ke  
1992,7,8,26.72,90.75,20.0,2.9,ke  
1992,7,9,22.8782,93.4962,35.0,4.8,ke  
1992,7,9,21.0307,90.1438,35.0,5.3,ke  
1992,7,11,26.16,94.21,18.0,3.2,ke  
1992,7,12,27.763,96.0278,10.0,3.9,ke  
1992,7,13,18.9416,95.4967,17.3,4.3,ke  
1992,7,15,24.61,93.34,21.0,3.4,ke  
1992,7,18,27.98,93.51,20.0,3.3,ke  
1992,7,19,21.7437,92.4648,35.0,4.1,ke  
1992,7,20,25.22,94.52,20.0,3.6,ke  
1992,7,20,26.85,93.67,20.0,2.7,ke  
1992,7,30,21.9728,93.3742,35.0,4.4,ke  
1992,9,6,24.4654,94.9124,118.0,4.6,ke  
1992,9,21,23.3285,92.9339,48.2,4.8,ke  
1992,9,25,23.6856,98.4607,10.0,4.4,ke  
1992,10,3,26.32,92.46,27.0,2.8,ke  
1992,10,3,27.89,92.02,20.0,3.4,ke  
1992,10,4,25.7,94.62,20.0,2.9,ke  
1992,10,4,20.1479,94.8625,86.5,4.5,ke  
1992,10,4,24.38,94.9,20.0,3.4,ke  
1992,10,4,25.59,95.15,36.0,3.0,ke  
1992,10,4,24.7123,94.4437,82.0,4.4,ke  
1992,10,5,25.0147,94.168,10.0,4.1,ke  
1992,10,6,25.01,93.11,135.0,3.2,ke  
1992,10,14,26.96,93.09,24.0,2.7,ke  
1992,10,17,25.17,94.81,20.0,3.8,ke  
1992,10,17,25.6317,99.5192,35.0,4.8,ke  
1992,10,17,25.32,93.04,20.0,3.5,ke  
1992,10,18,26.62,92.57,23.0,2.9,ke  
1992,10,20,27.13,92.32,44.0,3.1,ke  
1992,10,21,27.27,95.41,21.0,3.7,ke  
1992,10,22,24.24,92.05,26.0,3.6,ke  
1992,10,22,27.28,92.83,20.0,3.3,ke  
1992,10,24,24.19,94.72,33.0,3.5,ke  
1992,10,24,23.6869,94.2561,96.0,4.1,ke  
1992,10,25,27.7,90.99,20.0,3.3,ke  
1992,10,25,27.56,90.71,20.0,2.8,ke  
1992,10,25,25.64,90.37,21.0,2.2,ke  
1992,10,25,27.21,90.62,20.0,2.9,ke  
1992,10,28,18.9,96.2831,25.9,5.7,fe  
1992,10,29,25.32,91.91,20.0,3.7,ke  
1992,10,30,24.89,95.17,20.0,3.2,ke  
1992,10,30,25.34,94.5,15.0,3.3,ke  
1992,10,30,27.2,91.73,20.0,3.4,ke  
1992,10,30,23.598,95.9266,35.0,4.8,ke  
1992,10,31,27.0375,93.4436,35.0,4.4,ke  
1992,11,11,27.6587,92.6671,17.0,4.6,ke  
1992,11,11,22.5166,94.3095,106.0,4.2,ke  
1992,11,22,24.7425,91.6687,35.0,3.9,ke  
1992,12,1,26.54,92.58,21.0,3.6,ke  
1992,12,4,28.0688,99.994,35.0,4.6,ke  
1992,12,12,25.3301,91.3828,28.0,5.1,ke  
1992,12,13,24.88,93.21,21.0,3.2,ke  
1992,12,15,25.15,95.4,20.0,3.6,ke  
1992,12,15,27.64,94.44,20.0,3.4,ke  
1992,12,15,25.04,94.24,21.0,3.7,ke  
1992,12,16,23.5213,92.6454,35.0,4.1,ke  
1992,12,22,24.6569,94.5532,10.0,4.0,ke  
1992,12,26,21.1191,94.7869,120.1,4.0,ke  
1992,12,31,16.4136,94.3293,35.0,3.6,ke  
1993,1,16,15.7188,96.0208,10.0,4.3,ke  
1993,1,23,25.7468,95.6783,103.0,4.5,ke  
1993,1,27,24.222,93.8491,68.0,4.1,ke  
1993,2,7,21.8857,95.0818,100.0,4.0,ke  
1993,2,12,23.5325,92.1672,35.0,4.3,ke  
1993,2,14,22.543,94.9602,10.0,4.6,ke  
1993,2,15,25.53,90.95,18.0,2.5,ke  
1993,2,17,26.4078,92.4289,47.0,4.5,ke  
1993,2,20,27.51,94.09,32.0,3.3,ke  
1993,2,23,24.38,94.16,18.0,3.3,ke  
1993,2,26,24.57,93.67,26.0,3.9,ke  
1993,2,27,26.54,93.26,27.0,3.0,ke  
1993,2,27,25.0,94.31,25.0,3.0,ke  
1993,2,27,25.46,94.55,21.0,3.2,ke  
1993,3,1,22.9452,93.1197,35.0,3.7,ke  
1993,3,3,25.3853,90.4755,35.0,4.0,ke  
1993,3,4,24.51,93.38,21.0,3.6,ke  
1993,3,4,24.76,92.4,18.0,3.2,ke  
1993,3,5,28.7033,90.6422,35.0,3.6,ke  
1993,3,6,24.33,92.54,22.0,3.3,ke  
1993,3,7,25.69,92.87,50.0,2.8,ke  
1993,3,8,26.26,93.26,36.0,2.6,ke  
1993,3,9,26.49,93.32,28.0,2.7,ke  
1993,3,10,27.4,92.53,21.0,3.0,ke  
1993,3,10,25.1,90.11,27.0,3.5,ke  
1993,3,12,25.52,94.27,28.0,3.7,ke  
1993,3,13,27.47,92.13,23.0,3.9,ke  
1993,3,13,27.9438,96.7692,35.0,4.0,ke  
1993,3,14,24.89,93.66,27.0,3.0,ke  
1993,3,17,26.4,94.68,21.0,3.6,ke  
1993,3,17,23.5387,95.8297,35.0,4.2,ke  
1993,3,18,25.59,91.67,16.0,3.1,ke  
1993,3,18,25.97,94.44,27.0,3.4,ke  
1993,3,19,25.57,91.16,18.0,3.1,ke  
1993,3,19,26.43,92.89,27.0,3.6,ke  
1993,3,19,26.55,92.61,24.0,3.1,ke  
1993,3,20,25.88,90.68,19.0,3.3,ke  
1993,3,20,25.05,93.12,28.0,2.7,ke  
1993,3,22,24.84,91.87,28.0,3.2,ke  
1993,3,22,25.58,90.88,24.0,2.6,ke  
1993,3,23,27.44,92.17,10.0,2.1,ke  
1993,3,23,26.38,93.44,24.0,2.8,ke  
1993,3,24,20.4982,93.6597,35.0,4.3,ke  
1993,3,25,24.08,93.3,22.0,3.5,ke  
1993,3,26,25.71,93.48,21.0,3.4,ke  
1993,3,28,27.22,91.93,26.0,3.2,ke  
1993,3,31,24.14,93.67,20.0,3.7,ke  
1993,4,1,23.2041,94.4404,82.6,5.4,ke  
1993,4,2,25.3188,96.5784,29.0,4.4,ke  
1993,4,4,27.4401,99.4875,10.0,3.6,ke  
1993,4,11,23.9393,94.1971,68.0,4.7,ke  
